id_tmp,periodo,legislatura,fecha_presentacion,numero,proponente,grupo_parlamentario,titulo,sumilla,autores,adherentes,seguimiento,iniciativa_agrupadas,numero_simple,fecha_ultima,estado,link_detalle,periodo_inicio,periodo_fin,fecha_registro
2000200101329,Periodo de Gobierno 2001- 2006.,Primera Legislatura Ordinaria 2001,11/19/2001,01329 ,Poder Ejecutivo,Sin Grupo,INCAPACES:DERECHO DONACIÓN ÓRGANOS Y TEJIDOS,Propone proteger los derechos de las personas incapaces en la donación de órganos y tejidos humanos.,Guerrero Figueroa  Luis Bernardo,," 22/11/2001 Decretado a... Salud,Población,Familia y Personas con Discapacidad
26/11/2001 En comisión Salud,Población,Familia y Personas con Discapacidad
19/06/2003 Dictamen Favorable Sustitutorio Salud,Población,Familia y Personas con Discapacidad   Unanimidad ","4170, 4781, 5646, 5647, 5779, 5917",01329,06/19/2003,Dictamen,,2000,2001,2021-02-20 22:31:49
2000200101330,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01330 ,Congreso,Vamos Vecino,CODIGO PROC.CIVIL:ART.731º/SUBASTA PUBLICA DE INMUEBLES,"Propone modificar el artículo 731º del Código Procesal Civil, en relación a la función que le compete al juez de supervigilar que las subastas públicas de inmuebles se realicen con la debida transparencia, solemnidad y justicia que el acto requiere.","Elías Ávalos  José Luis,Castañeda Castañeda  Rafael Serafin",," 02/02/2001 A comisión Reforma de Códigos
02/02/2001 A comisión Justicia
06/02/2001 En comisión Reforma de Códigos
06/02/2001 En comisión Justicia
06/03/2001 Dictamen Negativo Reforma de Códigos   Mayoria
13/06/2001 Rechazado de Plano Justicia ",,01330,06/13/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101331,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,Ley Nº: 27437 03/17/2001 CONVALIDAN ACTOS DE COMITES TRANSITORIOS DE GOBIERNO DE UNIVERSIDADES,Congreso,Vamos Vecino,CONVALIDAN ACTOS DE COMITES TRANSITORIOS DE GOBIERNO DE UNIVERSIDADES," Convalidan los actos de los Comités Transitorios de Gobierno de las Universidades Nacionales Mayor
de San Marcos, Federico Villarreal, Enrique Guzmán y Valale, José Faustino Sánchez Carrión, Hermilio
Valdizán y San Luis Gonzaga desde la caducidad de la Ley N° 27366 hasta la publicación de la
presente Ley, y amplíase su mandato hasta el 30 de mayo de 2001, fecha en que deberá culminar la
elección de las nuevas autoridades de dichas universidades y el cese de sus funciones de las
Comisiones Transitorias de Gobierno. ",Elías Ávalos  José Luis,," 02/02/2001 A comisión Educación ,Cultura y Deporte
06/02/2001 En comisión Educación ,Cultura y Deporte
13/02/2001 Dictamen Favorable Sustitutorio Educación ,Cultura y Deporte   Mayoria
01/03/2001 Orden del Día
01/03/2001 Aprobado Comisión Permanente
02/03/2001 Autógrafa   Sobre Nº: 106-2000
17/03/2001 Publicado  Ley    Nº: 27437 ","0766, 0927, 0945, 0946, 0999, 1022, 1040, 1290, 1332, 1431",01331,03/17/2001,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200101332,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,Ley Nº: 27437 03/17/2001 CONVALIDAN ACTOS DE COMITES TRANSITORIOS DE GOBIERNO DE UNIVERSIDADES,Congreso,Multiparlamentario,CONVALIDAN ACTOS DE COMITES TRANSITORIOS DE GOBIERNO DE UNIVERSIDADES," Convalidan los actos de los Comités Transitorios de Gobierno de las Universidades Nacionales Mayor
de San Marcos, Federico Villarreal, Enrique Guzmán y Valale, José Faustino Sánchez Carrión, Hermilio
Valdizán y San Luis Gonzaga desde la caducidad de la Ley N° 27366 hasta la publicación de la
presente Ley, y amplíase su mandato hasta el 30 de mayo de 2001, fecha en que deberá culminar la
elección de las nuevas autoridades de dichas universidades y el cese de sus funciones de las
Comisiones Transitorias de Gobierno. ","Elías Ávalos  José Luis,Masías Oyanguren  Manuel Alejandro",," 02/02/2001 A comisión Educación ,Cultura y Deporte
06/02/2001 En comisión Educación ,Cultura y Deporte
13/02/2001 Dictamen Favorable Sustitutorio Educación ,Cultura y Deporte   Mayoria
01/03/2001 Orden del Día
01/03/2001 Aprobado Comisión Permanente
02/03/2001 Autógrafa   Sobre Nº: 106-2000
17/03/2001 Publicado  Ley    Nº: 27437 ","0766, 0927, 0945, 0946, 0999, 1022, 1040, 1290, 1331, 1431",01332,03/17/2001,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200101333,Periodo de Gobierno 2001- 2006.,Primera Legislatura Ordinaria 2001,11/19/2001,Ley Nº: 28008 06/19/2003 LEY DE LOS DELITOS ADUANEROS,Congreso,Unidad Nacional,LEY DE LOS DELITOS ADUANEROS, Ley de los Delitos Aduaneros. ,Flores-Araoz Esparza  Antero,," 22/11/2001 Decretado a... Justicia
22/11/2001 Decretado a... Economía      - Justicia
27/11/2001 En comisión Justicia
27/11/2001 En comisión Economía      - Justicia
10/12/2002 Dictamen Favorable Sustitutorio Economía   Unanimidad   - falta dict.Justicia
16/01/2003 Ac.Portavoces Justicia      - plazo dictaminar:7 días calendario
16/01/2003 En Relatoría       - recibió:Sr.Cabero,Incompleto,exp.original
24/01/2003 Dispensado de Dictamen Justicia      - Ac.Portavoces:16/01/03
04/03/2003 Orden del Día       - Pleno,1/4 intermedio
13/03/2003 Vuelve a Comisión Justicia      - pedido:Sra.De La Mata
18/03/2003 Dictamen Favorable Sustitutorio Justicia   Mayoria
18/03/2003 En Relatoría       - recibió:Sr.Cabero,exp.original
18/03/2003 Orden del Día       - Pleno,1/4 intermedio
18/03/2003 Aprobado       - Pleno
19/03/2003 Autógrafa   Sobre Nº: 153    - vence:09/04/2003
08/04/2003 Observado       - Of.068-2003/PR
08/04/2003 Decretado a... Justicia
08/04/2003 Decretado a... Economía
08/04/2003 Decretado a... Comercio Exterior y Turismo      - Justicia-Economía
10/04/2003 En comisión Justicia
10/04/2003 En comisión Economía
10/04/2003 En comisión Comercio Exterior y Turismo      - Justicia-Economía
28/04/2003 Dictamen Favorable Sustitutorio Economía   Mayoria   - falta dict.Justicia-Comercio
09/05/2003 Dictamen Favorable Sustitutorio Comercio Exterior y Turismo   Unanimidad   - falta dict.Justicia
16/05/2003 En Relatoría       - incompleto;pidió:Cabero;recibió:Indira,exp.original
16/05/2003 Dictamen Favorable Sustitutorio Justicia   Unanimidad
16/05/2003 En Relatoría       - dictamen de Justicia;recibió:Srta.Indira
12/06/2003 Orden del Día       - Pleno
12/06/2003 Aprobado       - Pleno
18/06/2003 Promulgado  Ley   Nº: 28008
19/06/2003 Publicado       - Ley N° 28008 ","2908, 3386, 3417, 3951, 4270, 4357, 5299",01333,06/19/2003,Publicado El Peruano,,2000,2001,2021-02-20 22:31:49
2000200101334,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01334 ,Poder Ejecutivo,vacio,MINERIA:D.S.014-92-EM.ARTS.39º Y 57º/REDUCE DERECHO VIGENCIA,"Propone Ley que  sustituye los artículos 39º y 57º del Texto Unico Ordenado de la Ley General de Minería, aprobado por Decreto Supremo Nº 014-92-EM, en relación a la reducción del derecho de vigencia por año y por hectárea solicitada u otorgada.",vacio,," 05/02/2001 A comisión Energía, Minas y Pesquería
07/02/2001 En comisión Energía, Minas y Pesquería
22/05/2001 Retirado por su Autor ",,01334,05/22/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101335,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01335 ,Congreso,Acción Popular y Unión por el Perú,PODER JUDICIAL:CREA CORTE SUP.JUST.MADRE DE DIOS,"Propone crear la Corte Superior de Justicia de Madre de Dios, con sede en la ciudad de Puerto Maldonado, capital de la Provincia de Tambopata, Departamento de Madre de Dios.",Estrada Pérez  Daniel Federico,," 05/02/2001 A comisión Justicia
07/02/2001 En comisión Justicia
13/06/2001 Rechazado de Plano Justicia ",,01335,06/13/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101336,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01336 ,Congreso,Vamos Vecino,TURISMO:DESARROLLO ZONA ILLESCAS/PIURA,Propone Ley que Declara de Interés Nacional el Desarrollo Turístico de la Zona denominada Illescas y Virrila ubicada en la provincia de Sechura del departamento de Piura.,Gonzáles Inga  Mario,," 05/02/2001 A comisión Turismo y Telecomunicaciones
07/02/2001 En comisión Turismo y Telecomunicaciones ",,01336,02/07/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200101337,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01337 ,Congreso,Con Fuerza Perú,IMPUESTOS: LEY Nº 23407/EXONERACION ZONA FRONTERA,"Considera vigente el artículo 71º de la Ley Nº23407, Ley General de Industrias, con la delimitación del área geográfica para las operaciones comerciales establecidas por la Ley Nº 27062. La exoneración será aplicada entre el 1 de enero al 31 de diciembre del 2001.",Torres Estevez  Víctor,," 05/02/2001 A comisión Economía
05/02/2001 A comisión Industria, Comercio y Servicios
07/02/2001 En comisión Economía
07/02/2001 En comisión Industria, Comercio y Servicios ",,01337,02/07/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200101338,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01338 ,Congreso,No Agrupado,REFORMA CONST:137º REGIMEN DE EXCEPCION,Reforma el Artículo 137º de la Constitución Política del Perú  referido a la institución constitucional y procedimiento del Régimen de Excepción.,Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
11/07/2001 Al Archivo ",,01338,07/11/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101339,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01339 ,Congreso,No Agrupado,"REFORMA CONST:90º,91º,92º,93º,99º,100º,101º,102º.../PODER LEGISLATIVO/EJECUTIVO","Reforma los Artículos 90º, 91º, 92º, 93º, 99º, 100º, 101º, 102º, 104º, 105º, 106º, 107º, 108º, 110º, 111º, 112º, 117º, 118º, 119º, 120º, 121º, 122º, 123º, 124º, 125º,  127º, 130º, 131º, 132º, 133º, 134º, 135º y 136º de la Constitución Política del Perú referidos a los Capítulos que tratan sobre el Congreso de la República, la Función Legislativa, la Formulación y Promulgación de las Leyes, el Presidente de la República, el Consejo de Ministros así como de las Relaciones entre el Poder Ejecutivo y el Poder Legislativo. Asimismo, deroga los inciso 3),18) y 20) del Artículo 118º , la Décima Disposición Transitoria y Final así como adiciona la Decimoséptima Disposición Transitoria y Final de nuestra Carta Magna.",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
06/07/2001 Al Archivo ",,01339,07/06/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101340,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01340 ,Congreso,No Agrupado,"REFORMA CONST:39º,40º,41º,42º/FUNCION PUBLICA","Reforma los Artículos 39º, 40º , 41º y 42º de la Constitución Política del Perú referidos a la Función Pública, con el propósito de sistematizar y organizar el escalafón jerárquico de los altos funcionarios públicos así como el de precisar determinados conceptos constitucionales sobre la materia.",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
06/07/2001 Al Archivo ",,01340,07/06/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101341,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01341 ,Congreso,No Agrupado,"REFORMA CONST:43º,44º,45º,46º51º,54º/ESTADO/NACION/TERRITORIO","Reforma los Artículos 43º,44º, 45º,46º, 51º y 54º de la Constitución Política del Perú referidos a los temas constitucionales del Estado, la Nación y el Territorio.",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
06/07/2001 Al Archivo ",,01341,07/06/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101342,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01342 ,Congreso,No Agrupado,"REFORMA CONST:31º,37º-SUFRAGIO/EXTRADICION",Reforma los Artículos 31° y 37° de la Constitución Política del Perú referidos a los temas de sufragio y extradición.,Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
06/07/2001 Al Archivo ",,01342,07/06/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101343,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01343 ,Congreso,No Agrupado,"REFORMA CONST:4°...7°-PERSONA,FAMILIA/SOCIALES ECONOMICOS","Reforma los Artículos 4°, 5°, 6° y 7° de la Constitución Política del Perú referidos a los derechos fundamentales de la persona así como a sus derechos sociales y económicos.",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
06/07/2001 Al Archivo ",,01343,07/06/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101344,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01344 ,Congreso,No Agrupado,REFORMA CONST:138°...157°-PODER JUDICIAL/C.N.M...,"Reforma los Artículos 138° 139°, 141°, 142°, 143°, 144°, 145°, 146°, 149°, 150°, 151°, 152° 154°, 155°, 157°, 158°, 159°, 161° y 162° de la Constitución Política del Perú referidos a la Autoridad Judicial, el Consejo Nacional de la Magistratura, Ministerio Público y el Defensor del Pueblo.",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
06/07/2001 Al Archivo ",,01344,07/06/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101345,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01345 ,Congreso,No Agrupado,REFORMA CONST:66°..87°-REGIMEN TRIBUTARIO/ECONOMICO,"Reforma los Artículos 66°,79°, 80°, 81°, 82°, 83°, 84°, 85°, 86° y 87° de la Constitución Política del Perú referidos a los temas de Ambiente y Recursos Naturales, Régimen Tributario y Presupuestal y de la Moneda y la Banca.",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
06/07/2001 Al Archivo ",,01345,07/06/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101346,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/01/2001,01346 ,Congreso,Grupo Parlamentario Independiente,MUNICIPALIDAD:RECURSOS FONCOMUN FAVOR DE...,"Propone restablecer la autonomía municipal en la administración y destino de los recursos provenientes del Fondo de Compensación Municipal (FONCOMUN). Asimismo, deroga el artículo 89° del Decreto Legislativo N° 776 modificado por el artículo único de la Ley N° 27082.",Chiroque Paico  Exequiel,," 05/02/2001 A comisión Economía
05/02/2001 A comisión Descentralización
07/02/2001 En comisión Economía
07/02/2001 En comisión Descentralización ",,01346,02/07/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200101347,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01347 ,Poder Ejecutivo,vacio,CONVENIO:REPRESION FINANCIAMIENTO TERRORISMO,"""""Convenio Internacional para la Represión de la Financiación del Terrorismo"""".",vacio,," 05/02/2001 A comisión Relaciones Exteriores
05/02/2001 A comisión Defensa Nacional, Orden Interno e Inteligencia
07/02/2001 En comisión Defensa Nacional, Orden Interno e Inteligencia
07/02/2001 En comisión Relaciones Exteriores
23/05/2001 Dictamen Favorable Relaciones Exteriores   Mayoria
24/05/2001 Dictamen Favorable Defensa Nacional, Orden Interno e Inteligencia   Unanimidad ",,01347,05/24/2001,Dictamen,,2000,2001,2021-02-20 22:31:49
2000200101348,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01348 ,Congreso,Vamos Vecino,IMPUESTOS:BENEFICIO TRIBUTARIO ZONA FRONTERA,"Prorroga hasta el 31 de diciembre del 2001 la exoneración del Impuesto a la Renta, Impuesto General a las Ventas e Impuesto Selectivo al Consumo en favor de las empresas industriales ubicadas en las zonas de fronteras.",Ibarra Imata  Gregorio Gustavo,," 05/02/2001 A comisión Economía
05/02/2001 A comisión Industria, Comercio y Servicios
07/02/2001 En comisión Economía
07/02/2001 En comisión Industria, Comercio y Servicios ",,01348,02/07/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200101349,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01349 ,Congreso,No Agrupado,REFORMA CONST:200°...205°-GARANTIAS CONSTITUCIONALES,"Reforma los Artículos 200°, 201°, 202°, 203°, 204° y 205° de la Constitución Política del Perú denominado de las Garantías Constitucionales por el """"De la Defensa de la Constitución"""".",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
10/07/2001 Al Archivo ",,01349,07/10/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101350,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01350 ,Congreso,No Agrupado,REFORMA CONST:189°...199°-DESCENTRALIZACION/REGION/MUNICIPALIDAD,"Reforma  el Capítulo XIV del Título IV de la Constitución Política del Perú denominado """"De la Descentralización, las Regiones y las Municipalidades"""" por el de """"Régimen Interior de la República"""". Asimismo, Reforma los Artículos 189°, 191°, 197°, 198° y 199° sobre la materia.",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
10/07/2001 Al Archivo ",,01350,07/10/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101351,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01351 ,Congreso,No Agrupado,REFORMA CONST:176°...183°-SISTEMA ELECTORAL,"Reforma el Capítulo XIII del Título IV de la Constitución Política del Perú denominado """"Del Sistema Electoral"""" por el de """"De la Jurisdicción Electoral"""". Asimismo, los Artículos 176°, 177° y 183° sobre la materia.",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
10/07/2001 Al Archivo ",,01351,07/10/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101352,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01352 ,Congreso,No Agrupado,REFORMA CONST:163°...174°-SEGURIDAD Y DEFENSA NACIONAL,"Reforma los Artículos 163°, 164°, 165°, 166°, 172°, 173° y 174° del Capítulo XII del Título IV de la Constitución Política del Perú sobre la Seguridad y Defensa Nacional. Asimismo, deroga el Artículo 168° de nuestra Carta Magna.",Altuve-Febres Lores  Fernán Romano,," 05/02/2001 A comisión Constitución y Reglamento del Congreso
07/02/2001 En comisión Constitución y Reglamento del Congreso
28/06/2001 Al Archivo
10/07/2001 Al Archivo ",,01352,07/10/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101353,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01353 ,Congreso,Sin Grupo,SALUD:NOMBRAMIENTO PROFESIONAL MEDICO CONTRATADO,"Propone nombrar a los profesionales médicos, obstetrices, enfermeras y personal paramédico que actualmente se encuentren laborando en los hospitales del Ministerio de Salud, ESSALUD y otras instituciones públicas de salud en calidad de contratados y con una antiguedad de dos años consecutivos en las plazas orgánicas presupuestadas, en los niveles y modalidades correspondientes de conformidad a su legislación correspondiente.",Acuña Peralta  César,," 05/02/2001 A comisión Salud, Población y Familia
07/02/2001 En comisión Salud, Población y Familia
17/05/2001 Dictamen Negativo Salud, Población y Familia   Mayoria ",,01353,05/17/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101354,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01354 ,Congreso,No Agrupado,FRACCIONAMIENTO TRIBUTARIO:PRORROGA PLAZO,Prorroga hasta el 31 de marzo del año 2001 el plazo para el acogimiento al Régimen Especial de Fraccionamiento Tributario establecido en la Ley N° 27344 y su modificatoria Ley N° 27373.,Bartra Gonzáles  Angel Miguel,," 06/02/2001 A comisión Economía
09/02/2001 En comisión Economía ",,01354,02/09/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200101355,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/02/2001,01355 ,Congreso,Multiparlamentario,ELECCIONES:L.27369-NOMBRE PERSONA PAGA ENCUESTA,Adiciona texto al segundo párrafo del artículo 18° de la Ley N° 27369 por el que se dispone que las empresas de opinión y mercado que realicen encuestas cumplan con indicar el nombre de la persona natural y/o jurídica que solicita y/o paga la encuesta.,"Bartra Gonzáles  Angel Miguel,Rivadeneyra Reátegui  Robinson",," 06/02/2001 A comisión Constitución y Reglamento del Congreso
09/02/2001 En comisión Constitución y Reglamento del Congreso ",,01355,02/09/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200101356,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/05/2001,01356 ,Congreso,Frente Independiente Moralizador,REGLAMENTO CONG:37°-GRUPOS PARLAMENTARIOS,"Modifica el artículo 37° del Reglamento del Congreso, referido a los Grupos Parlamentarios, Definición, Constitución y Registro.",Donayre Pasquel  Patricia Elizabeth,," 06/02/2001 A comisión Constitución y Reglamento del Congreso
09/02/2001 En comisión Constitución y Reglamento del Congreso ",,01356,02/09/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200101357,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/05/2001,01357 ,Congreso,Perú Posible,UNIVERSIDAD:L.27366-REINCORPORACION DE DOCENTES,"Modifica el segundo párrafo del artículo 3° de la Ley N° 27366, que norma el cese de las comisiones reorganizadoras de las universidades públicas. Prorroga el plazo de elección de autoridades universitarias y autoriza la reincorporación de docentes.",Sánchez Pinedo de Romero  Luz,," 07/02/2001 A comisión Educación ,Cultura y Deporte
12/02/2001 En comisión Educación ,Cultura y Deporte ",,01357,02/12/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200101358,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/05/2001,01358 ,Congreso,Multiparlamentario,COMISION:PERMANENTE APOYO REGIMEN TRATAMIENTO PENITENCIARIO,"Crea la Comisión Permanente del Apoyo al Régimen y Tratamiento Penitenciario como instancia de promoción, coordinación y concertación de acciones orientadas a la reestructuración del sistema penitenciario a nivel nacional.","Wolfenson Woloch  Moisés,Estrada Pérez  Daniel Federico",," 07/02/2001 A comisión Justicia
12/02/2001 En comisión Justicia
13/06/2001 Rechazado de Plano Justicia ",,01358,06/13/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101359,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/06/2001,Ley Nº: 27454 05/24/2001 LEY QUE MODIFICA EL ARTÍCULO 300° DEL CÓDIGO DE PROCEDIMIENTOS PENALES,Poder Ejecutivo,vacio,LEY QUE MODIFICA EL ARTÍCULO 300° DEL CÓDIGO DE PROCEDIMIENTOS PENALES," Modifica el artículo 300° del Código de Procedimientos Penales,el cual se refiere al Recurso de
Nulidad. ",vacio,," 07/02/2001 A comisión Justicia
12/02/2001 En comisión Justicia
22/02/2001 Dictamen Favorable Sustitutorio Justicia   Mayoria
01/03/2001 Orden del Día
26/04/2001 A comisión Reforma de Códigos
27/04/2001 En comisión Reforma de Códigos
15/05/2001 Dictamen Favorable Reforma de Códigos   Mayoria
17/05/2001 Aprobado
18/05/2001 Autógrafa   Sobre Nº: 134
23/05/2001 Promulgado
24/05/2001 Publicado  Ley    Nº: 27454 ",,01359,05/24/2001,Promulgado Ley,,2000,2001,2021-02-20 22:31:49
2000200101360,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/06/2001,01360 ,Congreso,Con Fuerza Perú,GARANTIAS CONSTITUCIONALES:SE SUJETARAN A NORMAS ESTABLECIDAS,Establece que la interposición de las Acciones de Garantías Constitucionales se sujetarán a las normas establecidas. No siendo necesaria la acreditación de Tasas Judiciales.,Canales Pillaca  Edilberto,," 07/02/2001 A comisión Justicia
12/02/2001 En comisión Justicia
13/06/2001 Rechazado de Plano Justicia ",,01360,06/13/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101361,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/06/2001,01361 ,Congreso,Multiparlamentario,"FORESTAL,FAUNA SILVESTRE:DEROGA 8VA.DIS.TRANSITORIA","Deroga la Octava Disposición Transitoria de la Ley N° 27308 """"Ley Forestal y de Fauna Silvestre""""  y aplica ultractivamente las normas reglamentarias del Decreto Ley N° 21147.","Seijas Dávila  Guiomar,Tait Villacorta  Cecilia Roxana",," 07/02/2001 A comisión Ambiente, Ecología y Amazonía
13/02/2001 En comisión Ambiente, Ecología y Amazonía ",,01361,02/13/2001,En comisión,,2000,2001,2021-02-20 22:31:49
2000200101362,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/06/2001,01362 ,Congreso,Perú Posible,"DIPLOMATICO:RS.453-92-RE,CESE PERSONAL...","Declara nulo de pleno derecho el cese del personal diplomático dispuesto por la Resolución Suprema N° 453-92-RE así como los pases al retiro impuestos en función a los limites de edad y tiempo de servicios en la categoría establecidos por el Decreto Legislativo N° 494; a tal efecto, establece normas para su reincorporación.",Velit Granda  Juan Antonio,," 07/02/2001 A comisión Relaciones Exteriores
12/02/2001 En comisión Relaciones Exteriores
26/04/2001 Retirado por su Autor ",,01362,04/26/2001,Archivo,,2000,2001,2021-02-20 22:31:49
2000200101363,Periodo de gobierno 2000 - 2001.,Segunda Legislatura Ordinaria 2000,02/07/2001,01363 ,Congreso,Frente Independiente Moralizador,ELECCIONES:MESA DE TRANSEUNTES/MODIFICA LEY ORG DE...,"Propone modificar los artículos 69º y 70º de la Ley Orgánica de Elecciones, respecto a la mesa de transeúntes la que sólo se establece para los casos de elecciones con distrito electoral multiple.",Donayre Pasquel  Patricia Elizabeth,," 09/02/2001 A comisión Constitución y Reglamento del Congreso
14/02/2001 En comisión Constitución y Reglamento del Congreso ",,01363,02/14/2001,En comisión,,2000,2001,2021-02-20 22:31:49
